-1.243892431259155273e+00,9.770038723945617676e-01
-1.073621749877929688e+00,9.315840005874633789e-01
-1.075583577156066895e+00,1.091782689094543457e+00
-1.045852899551391602e+00,9.546471834182739258e-01
-1.053547382354736328e+00,1.048682332038879395e+00
-1.096295118331909180e+00,9.949762821197509766e-01
-9.604806900024414062e-01,1.056862115859985352e+00
-8.880014419555664062e-01,1.123135328292846680e+00
-1.133359909057617188e+00,1.000960826873779297e+00
-1.019945979118347168e+00,9.059276580810546875e-01
-1.080677509307861328e+00,8.473388552665710449e-01
-9.780791401863098145e-01,7.473941445350646973e-01
-1.113304376602172852e+00,8.451312184333801270e-01
-7.616587281227111816e-01,9.696635007858276367e-01
-9.696654081344604492e-01,7.670934200286865234e-01
-7.940068244934082031e-01,8.837543129920959473e-01
-8.485666513442993164e-01,1.126877069473266602e+00
-9.608068466186523438e-01,1.038376569747924805e+00
-9.385157227516174316e-01,1.111841797828674316e+00
-1.110809683799743652e+00,9.473504424095153809e-01
-8.389183282852172852e-01,9.970099925994873047e-01
-1.102964162826538086e+00,9.970501065254211426e-01
-8.983166813850402832e-01,1.150506854057312012e+00
-8.826584815979003906e-01,9.378575682640075684e-01
-1.153238415718078613e+00,1.048418045043945312e+00
-1.077140212059020996e+00,1.095623135566711426e+00
-9.769638180732727051e-01,7.526319622993469238e-01
-9.117809534072875977e-01,9.804332852363586426e-01
-8.555436134338378906e-01,8.996608853340148926e-01
-1.075609207153320312e+00,1.132817149162292480e+00
-1.105335235595703125e+00,9.971694350242614746e-01
-8.997710347175598145e-01,1.044468879699707031e+00
-1.126231670379638672e+00,7.835021018981933594e-01
-1.160937786102294922e+00,1.168546080589294434e+00
-9.264883399009704590e-01,9.033780694007873535e-01
-1.208829045295715332e+00,1.051772117614746094e+00
-9.858008027076721191e-01,9.780958294868469238e-01
-1.061171650886535645e+00,9.658244252204895020e-01
-1.073858261108398438e+00,9.675859808921813965e-01
-1.160113096237182617e+00,9.497506022453308105e-01
-1.032271981239318848e+00,1.190398931503295898e+00
-7.888111472129821777e-01,1.116149663925170898e+00
-1.104829072952270508e+00,8.735035657882690430e-01
-8.126416802406311035e-01,7.635136842727661133e-01
-8.628722429275512695e-01,8.787776827812194824e-01
-1.031855225563049316e+00,8.627520203590393066e-01
-9.809978008270263672e-01,1.078588724136352539e+00
-1.080869078636169434e+00,8.710818886756896973e-01
-1.134863138198852539e+00,1.066033363342285156e+00
-1.057987213134765625e+00,1.074687123298645020e+00
-9.899178147315979004e-01,1.073588967323303223e+00
-9.282407760620117188e-01,9.366081357002258301e-01
-8.502266407012939453e-01,1.162756681442260742e+00
-1.014561891555786133e+00,1.098375439643859863e+00
-9.042327404022216797e-01,1.049668788909912109e+00
-9.129571914672851562e-01,1.238853693008422852e+00
-9.793758392333984375e-01,8.924638032913208008e-01
-9.117388129234313965e-01,1.054300904273986816e+00
